DHSID,DHSYEAR,DHSCLUST,LATNUM,LONGNUM,Mean_BMI,Median_BMI,Unmet_Need_Rate,Under5_Mortality_Rate,Skilled_Birth_Attendant_Rate,Stunted_Rate,URBAN_RURA
AL200800000426,2008,426,42.426413,20.136922,24.68,24.34,10,2.94,100,100,R
AL200800000427,2008,427,42.358538,20.072136,24.09,22.47,0,5.41,100,100,U
AL200800000428,2008,428,42.362496,20.059845,24.18,23.38,8.33,0,50,66.67,U
AL200800000429,2008,429,42.36523,20.075311,22.4,21.46,0,7.14,100,0,U
AL200800000430,2008,430,42.369409,20.078494,22.95,23.1,0,0,100,NaN,U
AL200800000431,2008,431,42.351813,20.062807,22.65,22.06,25,10.34,NaN,NaN,U
AL200800000432,2008,432,40.317171,19.761702,22.87,23.4,0,10.34,87.5,28.57,R
AL200800000433,2008,433,40.642323,19.457619,24.88,24.85,0,2.56,NaN,0,R
AL200800000434,2008,434,40.589794,19.469852,23.98,21.79,11.11,3.12,66.67,0,R
AL200800000438,2008,438,40.472314,19.662948,26.26,26.71,9.09,0,100,33.33,R
AL200800000439,2008,439,40.537457,19.612454,24.85,24.11,50,4,57.14,0,R
AL200800000441,2008,441,40.466511,19.488319,26.2,24.32,12.5,0,33.33,0,U
AL200800000444,2008,444,40.466621,19.490254,22.02,22.02,0,8.33,50,0,U
AL200800000445,2008,445,40.457187,19.483969,27.93,26.24,0,4.76,0,50,U
AL200800000446,2008,446,40.484848,19.500755,24.55,24.43,11.11,0,0,0,U
AL200800000447,2008,447,40.449472,19.494486,24.96,24.19,11.11,3.12,100,100,U
AL200800000448,2008,448,40.463439,19.489926,26.84,27.21,0,0,100,0,U
AL200800000449,2008,449,40.480609,19.485817,22.53,22.44,0,0,0,0,U
AL200800000450,2008,450,40.420466,19.490861,27.23,28.21,12.5,0,0,0,U
AL201700000001,2017,1,40.71043968,19.94665146,26.22,24.87,100,0,85.71,0,U
AL201700000003,2017,3,40.69988033,19.94116522,25.3,25.19,0,0,100,0,U
AL201700000004,2017,4,40.70684619,19.9350334,25.94,26.41,66.67,0,100,0,U
AL201700000005,2017,5,40.71108447,19.94555166,26.43,24.95,0,0,100,0,U
AL201700000006,2017,6,40.70080674,19.96752093,27.91,26.35,75,0,100,0,U
AL201700000007,2017,7,40.70031549,19.95969638,30.46,27.02,0,0,0,0,U
AL201700000008,2017,8,40.69996772,19.95308161,24.06,22.51,100,0,90,0,U
AL201700000010,2017,10,40.70327124,19.97649413,24.47,24.54,8.33,0,33.33,0,U
AL201700000011,2017,11,40.68998979,19.97565763,25.01,26.5,0,0,50,0,U
AL201700000012,2017,12,40.69652022,19.97741175,24.63,25.23,33.33,9.09,100,0,U
AL201700000013,2017,13,40.70053566,19.95533689,25.17,26.48,0,0,100,100,U
AL201700000014,2017,14,40.69522261,19.94722906,26.24,26.73,0,0,NaN,NaN,U
AL201700000015,2017,15,40.70172645,19.94914838,24.97,25.61,0,0,0,0,U
AL201700000016,2017,16,40.7092398,19.95656764,25.93,24.96,33.33,0,100,0,U
AL201700000018,2017,18,40.77336543,19.88592192,21.26,21.51,100,0,80,0,U
AL201700000020,2017,20,40.79850886,19.93146311,32.15,31,75,0,100,0,U
AL201700000021,2017,21,40.77734549,19.91398123,26.5,26.54,100,0,50,0,U
AL201700000022,2017,22,40.80695853,19.91995046,28.96,29.91,0,0,NaN,NaN,U
AL201700000023,2017,23,40.7982388,19.91329822,23.63,23.85,100,0,100,0,U
AL201700000024,2017,24,40.80319626,19.91692076,19.66,19.66,0,NaN,NaN,NaN,U
AL201700000025,2017,25,40.80525955,19.91511869,24.06,24.08,100,0,100,0,U
AL201700000026,2017,26,40.49608807,20.21795894,23.03,22.68,40,0,100,0,U
AL201700000027,2017,27,40.4777862,20.26452038,23.51,22.87,100,0,100,0,U
AL201700000028,2017,28,40.62237755,20.09809553,24.55,23.68,60,0,100,0,U
AL201700000029,2017,29,40.61378135,20.10071945,22.75,22.5,100,0,66.67,0,U
AL201700000030,2017,30,40.80565754,19.76541675,25.28,24.96,5.26,7.32,100,10,R
AL201700000033,2017,33,40.76102626,19.82477598,25.79,23.38,9.09,3.45,75,0,R
AL201700000034,2017,34,40.80433091,19.98292804,24.83,23.81,33.33,0,100,20,R
AL201700000035,2017,35,40.72275194,19.91300465,25.65,23.71,25,6.67,100,0,R
AL201700000037,2017,37,40.64195592,19.98614988,25.12,23.15,36.36,0,77.78,0,R
AL201700000038,2017,38,40.76280729,19.91636935,25.71,24.76,11.11,3.23,40,0,R
AL201700000040,2017,40,40.75636759,19.94099205,24.97,24.24,0,0,100,20,R
AL201700000041,2017,41,40.78310585,19.84512786,25,23.43,0,3.45,50,28.57,R
AL201700000043,2017,43,40.83178764,19.77184307,25.26,24.72,0,2.86,80,0,R
AL201700000050,2017,50,40.82347197,19.89014965,27.2,26.78,90,8.11,71.43,0,R
AL201700000052,2017,52,40.83670557,19.89739583,24.46,22.58,100,0,75,0,R
AL201700000053,2017,53,40.81144378,19.95045304,27.27,25.43,0,0,100,NaN,R
AL201700000054,2017,54,40.79536696,19.9134045,26.75,25.66,33.33,0,80,16.67,R
AL201700000055,2017,55,40.54982842,20.16201529,25.1,22.93,11.11,3.85,100,0,R
AL201700000056,2017,56,40.51487592,20.22409594,25.52,24.62,10,0,100,0,R
AL201700000057,2017,57,40.54905541,20.19675389,23.09,22.37,100,11.11,100,0,R
AL201700000059,2017,59,41.5034463,20.21604813,27.25,26.56,66.67,0,12.5,50,U
AL201700000060,2017,60,41.5006432,20.21738296,24.57,24.02,33.33,0,100,0,U
AL201700000061,2017,61,41.51247256,20.22575336,24.44,23.3,66.67,0,0,0,U
AL201700000064,2017,64,41.67203894,20.41842083,23.11,22.5,71.43,0,11.11,33.33,U
AL201700000065,2017,65,41.68500311,20.43161966,25.99,25.1,75,2.63,0,66.67,U
AL201700000066,2017,66,41.67807333,20.43775151,27.29,26.22,100,0,0,0,U
AL201700000068,2017,68,41.68499564,20.42439575,25.91,23.74,100,3.45,18.18,0,U
AL201700000073,2017,73,41.60897185,20.00330359,25.83,25.43,11.11,0,0,20,U
AL201700000074,2017,74,41.60185657,20.01389329,24.8,24.09,25,0,0,50,U
AL201700000076,2017,76,41.51650194,20.29621887,25.72,24.92,50,0,0,25,R
AL201700000077,2017,77,41.50791289,20.40675824,23.62,22.66,16.67,0,20,14.29,R
AL201700000078,2017,78,41.41099852,20.52979071,25.74,25.02,90.91,0,46.15,23.08,R
AL201700000080,2017,80,41.55581083,20.42417135,25.43,24.09,100,0,20,20,R
AL201700000081,2017,81,41.59172555,20.34594378,24.68,23.8,100,0,50,30,R
AL201700000082,2017,82,41.50754112,20.37207366,24.94,26.3,25,0,50,50,R
AL201700000083,2017,83,41.44543494,20.15050061,26.27,26.17,44.44,0,33.33,16.67,R
AL201700000084,2017,84,41.7235543,20.35530031,23.87,22.99,75,0,25,100,R
AL201700000085,2017,85,41.73567542,20.33930744,24.71,23.94,100,0,11.11,22.22,R
AL201700000087,2017,87,41.70437734,20.35053594,22.12,21.63,83.33,0,0,20,R
AL201700000090,2017,90,41.5839788,20.45909379,25.55,23.68,100,0,0,0,R
AL201700000091,2017,91,41.56775917,20.49737961,25.45,25.59,90,0,33.33,26.67,R
AL201700000092,2017,92,41.64886898,20.44147698,26.37,26.62,100,2.08,50,20,R
AL201700000093,2017,93,41.65763843,20.41723111,23.76,23.24,100,4,0,20,R
AL201700000094,2017,94,41.65958162,20.33727031,24.22,22.31,66.67,0,37.5,66.67,R
AL201700000095,2017,95,41.68515352,20.38287231,25.41,24.01,100,0,66.67,0,R
AL201700000097,2017,97,41.73348429,20.42484493,23.46,22.45,100,0,55.56,33.33,R
AL201700000098,2017,98,41.79400326,20.40273379,24.08,23.38,100,0,20,60,R
AL201700000099,2017,99,41.62440527,20.31717861,22.52,22.19,75,0,16.67,50,R
AL201700000100,2017,100,41.64500672,19.92548736,25.92,25.09,20,0,0,28.57,R
AL201700000101,2017,101,41.66497693,20.04577121,28.29,25.99,75,0,0,0,R
AL201700000104,2017,104,41.53786814,20.12711774,25.07,24.29,40,1.69,0,43.75,R
AL201700000105,2017,105,41.59644569,19.98516441,26.13,26,20,5.88,0,0,R
AL201700000106,2017,106,41.59574654,19.98871689,25.7,24.59,57.14,0,0,0,R
AL201700000108,2017,108,41.65816532,20.11834018,25.28,23.94,87.5,0,0,10,R
AL201700000109,2017,109,41.67056317,20.02556699,26.28,26.91,18.18,0,0,40,R
AL201700000110,2017,110,41.56978459,20.09163991,25.83,24.39,100,2.04,0,40,R
AL201700000111,2017,111,41.45624655,20.03371515,25.31,24.58,81.82,0,7.69,30.77,R
AL201700000113,2017,113,41.32657294,19.4326697,25.12,23.84,100,0,100,0,U
AL201700000114,2017,114,41.32000018,19.45564438,22.27,21.72,100,0,100,0,U
AL201700000115,2017,115,41.33278478,19.44705406,23.17,22.08,0,0,100,0,U
AL201700000116,2017,116,41.313155,19.457725,25.39,26.07,0,0,100,0,U
AL201700000118,2017,118,41.32150686,19.44215469,26.28,25.73,NaN,NaN,NaN,NaN,U
AL201700000120,2017,120,41.31770829,19.43225329,26.89,24.89,66.67,0,100,0,U
AL201700000122,2017,122,41.30884409,19.49502022,27.06,27.1,100,0,100,0,U
AL201700000123,2017,123,41.31472411,19.45736495,25.25,24.69,100,0,50,0,U
AL201700000126,2017,126,41.34653807,19.45183875,27.61,27.63,22.22,3.7,100,25,U
AL201700000127,2017,127,41.32246057,19.48139407,23.76,22.32,100,0,100,0,U
AL201700000128,2017,128,41.32635701,19.46222865,26.66,24.04,100,0,100,0,U
AL201700000129,2017,129,41.31971412,19.45304198,23.85,22.83,0,0,75,0,U
AL201700000131,2017,131,41.31787542,19.44278263,23.12,22.86,66.67,0,100,0,U
AL201700000132,2017,132,41.32872382,19.44381734,25.72,23.13,57.14,0,100,0,U
AL201700000133,2017,133,41.313932,19.462371,25.49,25.56,60,3.57,100,0,U
AL201700000135,2017,135,41.31754936,19.45612599,25.15,24.52,75,0,100,0,U
AL201700000136,2017,136,41.32736543,19.46167594,29.15,28.17,100,0,100,0,U
AL201700000139,2017,139,41.32165993,19.44086381,24.73,24.74,15.38,2.63,90,10,U
AL201700000143,2017,143,41.34617274,19.56289521,23.82,23.31,100,0,NaN,NaN,U
AL201700000144,2017,144,41.43696388,19.54219383,23.82,23.08,60,0,100,33.33,U
AL201700000146,2017,146,41.47884219,19.71982084,24.93,24.24,100,0,100,66.67,U
AL201700000149,2017,149,41.5323429,19.802156,27.77,25.8,0,0,NaN,NaN,U
AL201700000150,2017,150,41.47343966,19.54541736,25.26,25.31,100,0,100,25,R
AL201700000151,2017,151,41.35646174,19.52927464,24.33,22.78,57.14,5.88,66.67,0,R
AL201700000153,2017,153,41.35418834,19.59185512,26.65,26.65,100,0,100,14.29,R
AL201700000154,2017,154,41.4464015,19.5704765,24.74,23.55,100,0,100,0,R
AL201700000155,2017,155,41.35213798,19.4862246,26.54,25.36,100,0,100,28.57,R
AL201700000157,2017,157,41.3064872,19.51403911,25.89,26.44,100,0,100,33.33,R
AL201700000159,2017,159,41.28092758,19.59053423,26.03,23.98,100,0,100,14.29,R
AL201700000160,2017,160,41.36895085,19.55110379,25.54,24.82,20,0,100,16.67,R
AL201700000161,2017,161,41.35986961,19.53738545,26.71,27.26,0,0,NaN,NaN,R
AL201700000162,2017,162,41.29586867,19.55479154,25.08,24.71,100,0,100,0,R
AL201700000165,2017,165,41.50313478,19.78283115,24.32,22.73,100,0,100,0,R
AL201700000166,2017,166,41.49750432,19.73462057,27.25,24,50,0,100,25,R
AL201700000167,2017,167,41.40325068,19.73981898,24.32,22.66,20,0,80,30,R
AL201700000169,2017,169,41.51870129,19.64070346,24.65,23.31,100,0,100,0,R
AL201700000170,2017,170,41.40198901,19.73864919,25.63,25.24,87.5,0,90.91,8.33,R
AL201700000171,2017,171,41.42575074,19.75635998,24.72,24.12,22.22,0,100,25,R
AL201700000172,2017,172,41.02548911,19.98992419,26.54,25.54,0,0,66.67,0,U
AL201700000173,2017,173,41.10154191,20.05397694,25.77,26.07,0,8,100,NaN,U
AL201700000174,2017,174,41.11952437,20.06870781,27.64,26.57,7.69,5.71,100,NaN,U
AL201700000177,2017,177,41.12143404,20.08696899,26.15,28.04,9.09,0,100,0,U
AL201700000178,2017,178,41.12979261,20.10039397,26.88,23.48,0,0,100,0,U
AL201700000179,2017,179,41.12466193,20.08301639,26.95,23.2,0,0,100,0,U
AL201700000180,2017,180,41.1040459,20.08108478,24.79,23.33,0,0,100,0,U
AL201700000181,2017,181,41.12149286,20.07585306,26.67,26.14,16.67,0,NaN,NaN,U
AL201700000182,2017,182,41.12622837,20.06380212,26.44,26.2,0,0,100,NaN,U
AL201700000183,2017,183,41.11952414,20.08856622,27.56,25.13,0,6.67,100,33.33,U
AL201700000184,2017,184,41.11119875,20.07647233,28.65,30.82,0,0,100,0,U
AL201700000185,2017,185,41.11017874,20.09477479,23.86,22.7,0,0,NaN,NaN,U
AL201700000187,2017,187,41.11085693,20.0929419,29.97,29.37,20,0,75,0,U
AL201700000188,2017,188,41.11084459,20.09672204,26.8,25.17,0,15.79,50,0,U
AL201700000189,2017,189,41.11639295,20.09601757,25.66,24.32,75,0,50,0,U
AL201700000190,2017,190,41.11486361,20.07027491,29.76,31.04,0,0,NaN,0,U
AL201700000191,2017,191,41.09859923,20.07664823,26.7,25.65,18.18,0,100,NaN,U
AL201700000193,2017,193,40.85967446,20.18445298,24.97,24.96,100,0,66.67,0,U
AL201700000194,2017,194,40.85120071,20.18520827,25.43,24.52,60,0,60,0,U
AL201700000195,2017,195,41.17146661,20.31964254,27.83,29.2,0,0,100,50,U
AL201700000196,2017,196,41.06539632,20.55581947,27.44,24.41,66.67,5.56,100,0,U
AL201700000199,2017,199,40.96104569,19.888004,26.14,25.38,0,0,100,12.5,R
AL201700000200,2017,200,40.99721499,19.9146849,27.32,28,9.09,0,50,0,R
AL201700000201,2017,201,41.13734573,20.03322563,26.48,26.72,26.67,0,57.14,0,R
AL201700000202,2017,202,41.13484958,20.01201904,25.71,25.83,35.71,0,69.23,8.33,R
AL201700000203,2017,203,41.02804827,20.03222785,24.95,22.93,0,7.69,75,50,R
AL201700000207,2017,207,40.88527284,19.95732579,26.98,26.18,33.33,0,0,0,R
AL201700000208,2017,208,40.92835355,19.99826443,24.22,23.8,18.18,0,100,0,R
AL201700000209,2017,209,41.15180339,20.13350434,27.36,26.46,0,0,100,25,R
AL201700000211,2017,211,40.90251415,19.96645825,27.35,26.14,10,3.45,100,0,R
AL201700000214,2017,214,41.09833672,20.05451436,24.19,23.06,11.11,0,66.67,0,R
AL201700000215,2017,215,41.10531139,20.18426448,26.52,26.3,0,0,100,0,R
AL201700000216,2017,216,41.09066396,20.13672722,24.36,24.97,22.22,2,100,0,R
AL201700000217,2017,217,41.06243285,20.08832093,24.98,24.52,0,0,100,0,R
AL201700000218,2017,218,40.8542571,20.15352931,25.31,25.43,41.67,0,87.5,14.29,R
AL201700000219,2017,219,40.92379651,20.29689711,25.05,23.98,42.86,0,75,50,R
AL201700000221,2017,221,41.12883293,20.44050731,24.76,24.26,22.22,0,100,33.33,R
AL201700000222,2017,222,41.29949288,20.26615904,25.52,24.03,12.5,5.88,80,42.86,R
AL201700000223,2017,223,41.18144268,20.36722223,25.77,26.72,9.09,0,83.33,28.57,R
AL201700000225,2017,225,41.06310119,20.41415924,25.11,24.63,0,0,80,20,R
AL201700000226,2017,226,41.02628362,20.4171712,24.29,23.38,0,0,66.67,0,R
AL201700000227,2017,227,41.07247676,20.58915473,27.54,26.74,16.67,0,66.67,33.33,R
AL201700000228,2017,228,41.04740543,19.70360349,23.98,23.53,0,0,100,0,R
AL201700000229,2017,229,41.13345545,19.86483422,24.95,25.37,0,10.71,100,0,R
AL201700000230,2017,230,41.04519419,19.81234569,28.38,28.3,12.5,3.45,100,0,R
AL201700000233,2017,233,40.73804093,19.55144998,25.14,24.19,100,0,100,0,U
AL201700000234,2017,234,40.73218942,19.56265213,24.55,22.73,NaN,0,100,0,U
AL201700000236,2017,236,40.72962614,19.55201854,25.01,24.94,100,0,50,0,U
AL201700000237,2017,237,40.70707452,19.54568626,23.09,22.44,100,0,72.73,30,U
AL201700000239,2017,239,40.72737786,19.57094349,27.05,26.06,100,0,85.71,0,U
AL201700000240,2017,240,40.73329305,19.56851898,26.26,26.16,66.67,0,100,0,U
AL201700000242,2017,242,40.72998956,19.55894359,27.52,24.62,NaN,0,NaN,NaN,U
AL201700000243,2017,243,40.72047997,19.56153117,24.09,23.14,NaN,0,100,0,U
AL201700000244,2017,244,40.74596377,19.57882524,25.2,25.61,85.71,0,83.33,0,U
AL201700000245,2017,245,40.68667019,19.63101974,30.16,30.64,0,0,NaN,NaN,U
AL201700000247,2017,247,40.68351632,19.62017775,26.84,28.26,75,0,50,0,U
AL201700000248,2017,248,40.72917126,19.70079096,24.28,23.48,NaN,5.88,NaN,NaN,U
AL201700000250,2017,250,40.92620482,19.70339229,26.92,26.2,22.22,2.94,100,NaN,U
AL201700000251,2017,251,40.93168772,19.72084517,24.24,23.6,10,0,100,0,U
AL201700000253,2017,253,40.95138415,19.70282358,27.83,27.74,33.33,0,50,0,U
AL201700000254,2017,254,40.93209019,19.70722649,27.79,25.97,0,0,NaN,NaN,U
AL201700000257,2017,257,40.60624294,19.74314451,25.06,23.98,0,0,100,0,U
AL201700000258,2017,258,40.59470955,19.64130551,25.75,25.25,80,0,85.71,14.29,R
AL201700000259,2017,259,40.61844487,19.59953078,25.24,25.45,100,2.33,83.33,0,R
AL201700000260,2017,260,40.7347415,19.49904096,26.16,25.62,83.33,0,66.67,0,R
AL201700000261,2017,261,40.64363852,19.48362953,24.51,23.72,100,3.03,80,33.33,R
AL201700000262,2017,262,40.65454697,19.71180342,25.97,25.08,100,3.03,50,50,R
AL201700000263,2017,263,40.73639013,19.63979719,22.15,22.46,100,9.09,0,25,R
AL201700000264,2017,264,40.64655878,19.40938154,26.94,27.61,NaN,0,NaN,NaN,R
AL201700000265,2017,265,40.67547355,19.49330547,28.66,27.69,100,0,75,0,R
AL201700000266,2017,266,40.81274413,19.55474848,28.96,27.47,11.11,0,0,0,R
AL201700000268,2017,268,40.68132568,19.64876323,25.05,22.98,71.43,0,100,25,R
AL201700000271,2017,271,40.75226158,19.58856414,27.44,27.8,33.33,0,0,0,R
AL201700000272,2017,272,40.75276328,19.73461372,24.37,22.56,66.67,5,0,0,R
AL201700000273,2017,273,40.7823157,19.50318884,29.95,28.83,0,0,100,0,R
AL201700000274,2017,274,40.71636156,19.62916661,25.95,24.69,66.67,0,50,0,R
AL201700000277,2017,277,40.97521938,19.5464134,25.99,25.64,0,0,100,0,R
AL201700000278,2017,278,40.96714537,19.68078203,24.57,22.58,40,0,20,0,R
AL201700000279,2017,279,40.85744291,19.80170349,28.15,27.93,45.45,2.78,71.43,50,R
AL201700000280,2017,280,40.97271389,19.69131458,26.1,24.47,100,0,75,0,R
AL201700000282,2017,282,40.89648069,19.5915713,28.85,26.02,20,0,100,0,R
AL201700000283,2017,283,40.94645947,19.74164558,24.98,25.34,22.22,9.68,83.33,0,R
AL201700000284,2017,284,40.84586738,19.60689179,28.8,27.3,28.57,0,100,33.33,R
AL201700000289,2017,289,41.01625458,19.5999219,26.17,23.76,25,4,66.67,0,R
AL201700000290,2017,290,40.47469787,19.83391551,28.42,28.5,100,0,0,0,R
AL201700000291,2017,291,40.44168005,19.77081146,27.61,30.7,NaN,6.67,100,0,R
AL201700000292,2017,292,40.63241093,19.71227535,26.49,25.72,20,0,75,0,R
AL201700000293,2017,293,40.08082045,20.13528738,24.98,23.32,60,0,33.33,0,U
AL201700000295,2017,295,40.06863153,20.14485716,22.07,22.21,63.64,0,44.44,0,U
AL201700000297,2017,297,40.08653029,20.14147863,22.77,20.55,0,0,NaN,NaN,U
AL201700000303,2017,303,40.06935658,20.13842985,25.85,25.58,50,0,50,0,U
AL201700000304,2017,304,40.0777288,20.1514238,27.41,23.01,66.67,0,66.67,0,U
AL201700000306,2017,306,40.06823544,20.1386077,24.52,23.38,100,0,NaN,NaN,U
AL201700000308,2017,308,40.06859058,20.15502751,25.21,24.7,61.54,2.27,88.24,35.71,U
AL201700000309,2017,309,40.03504233,20.26357986,26,25,50,0,NaN,NaN,U
AL201700000310,2017,310,40.32021874,20.16621871,30.99,29.6,50,0,0,0,U
AL201700000311,2017,311,40.3061772,20.20526322,27.76,28.31,100,0,100,0,U
AL201700000315,2017,315,40.23700942,20.35209987,23.41,22.59,37.5,0,NaN,NaN,U
AL201700000316,2017,316,40.22544713,20.3461861,26.66,26.24,22.22,0,100,50,U
AL201700000317,2017,317,40.35024382,19.97779555,25.13,24.24,100,0,100,0,U
AL201700000318,2017,318,40.40884142,19.86968299,24.48,24.62,0,0,100,0,U
AL201700000319,2017,319,40.33684759,19.98913261,27.01,25.44,57.14,0,100,0,U
AL201700000321,2017,321,40.31325964,20.02163643,28.02,27.2,33.33,0,50,50,U
AL201700000322,2017,322,40.24971018,20.06413633,28.17,27.98,50,0,0,0,U
AL201700000325,2017,325,40.13422056,20.12669693,31.3,30.38,0,20,NaN,NaN,R
AL201700000326,2017,326,40.0301452,20.16800613,27.28,27.28,0,0,0,100,R
AL201700000327,2017,327,39.9926016,20.20458718,NaN,NaN,NaN,NaN,NaN,NaN,R
AL201700000328,2017,328,39.87587116,20.31947282,21.59,21.6,0,0,NaN,NaN,R
AL201700000330,2017,330,40.04317714,20.17081177,23.81,24.68,20,0,75,42.86,R
AL201700000331,2017,331,40.10226269,20.10832487,23.72,24.03,100,0,60,0,R
AL201700000332,2017,332,40.1412341,20.09178,25.7,24.46,40,0,100,0,R
AL201700000333,2017,333,40.00123036,20.24403011,25.54,26.65,75,0,37.5,12.5,R
AL201700000334,2017,334,40.13392173,20.33813011,27.72,28.4,100,0,100,0,R
AL201700000335,2017,335,40.11778863,20.53962286,NaN,NaN,NaN,NaN,NaN,NaN,R
AL201700000337,2017,337,40.24189162,20.36161704,25.59,24.5,12.5,0,NaN,NaN,R
AL201700000338,2017,338,40.38189886,20.15296278,26.14,26.32,0,0,100,0,R
AL201700000340,2017,340,40.2233959,20.35547935,26.05,25.72,50,0,66.67,0,R
AL201700000341,2017,341,40.44621276,19.99086167,23.27,22.25,33.33,5.56,100,50,R
AL201700000342,2017,342,40.35132012,19.97633082,28.03,26.94,NaN,0,NaN,NaN,R
AL201700000343,2017,343,40.40834006,19.81754854,25.18,22.87,100,3.03,83.33,0,R
AL201700000344,2017,344,40.22107113,19.94149703,25.7,25.38,50,0,100,25,R
AL201700000345,2017,345,40.41427009,20.00368293,27.1,26.1,57.14,0,100,0,R
AL201700000346,2017,346,40.27873342,20.09867375,25.71,24.86,33.33,0,60,20,R
AL201700000347,2017,347,40.27818122,19.98473774,25.75,25.33,27.27,2.5,100,16.67,R
AL201700000348,2017,348,40.38248362,19.88462354,24.52,23.38,100,16.67,100,50,R
AL201700000349,2017,349,40.61693556,21.00274504,25.14,23.58,18.18,0,66.67,0,U
AL201700000350,2017,350,40.63576173,20.97548364,23.04,22.44,20,0,0,50,U
AL201700000351,2017,351,40.3404106,20.68250645,26.99,26.1,27.27,3.23,75,0,U
AL201700000352,2017,352,40.14876066,20.59374652,27.52,28.88,40,0,50,50,U
AL201700000353,2017,353,40.61468383,20.80362678,27.83,28.34,0,0,50,0,U
AL201700000354,2017,354,40.60584063,20.79142201,26.43,24.86,14.29,0,NaN,NaN,U
AL201700000355,2017,355,40.59972996,20.77801335,25.5,24.63,11.76,0,0,0,U
AL201700000356,2017,356,40.60901791,20.77511231,25.45,22.74,25,0,66.67,0,U
AL201700000357,2017,357,40.61482994,20.7825994,25.3,27.1,33.33,0,0,0,U
AL201700000358,2017,358,40.61282851,20.77864271,27.87,25.8,18.75,0,0,0,U
AL201700000361,2017,361,40.6143174,20.75875529,23.36,20.98,0,0,50,0,U
AL201700000362,2017,362,40.61749546,20.76780179,25.51,23.44,0,0,100,0,U
AL201700000363,2017,363,40.62256302,20.76913228,24.46,24.04,0,0,0,0,U
AL201700000364,2017,364,40.6292025,20.78243006,25.61,24.27,0,0,NaN,NaN,U
AL201700000365,2017,365,40.62083682,20.7770312,23.95,23.74,0,0,50,0,U
AL201700000366,2017,366,40.62504832,20.77715501,26.3,25.43,0,0,66.67,33.33,U
AL201700000367,2017,367,40.63666944,20.78276132,25.12,22.19,14.29,0,33.33,0,U
AL201700000369,2017,369,40.60796071,20.78377624,25.23,25.06,14.29,4.55,100,33.33,U
AL201700000370,2017,370,40.71248863,20.70026897,25.46,24.95,0,3.45,75,0,U
AL201700000371,2017,371,40.90112774,20.64243572,24.14,24.24,11.11,0,100,50,U
AL201700000372,2017,372,40.90484155,20.6460644,25.55,25.44,0,0,100,0,U
AL201700000374,2017,374,40.90111266,20.65773363,27,25.41,12.5,0,100,0,U
AL201700000375,2017,375,40.89775122,20.66821371,22.75,23.1,25,0,NaN,NaN,U
AL201700000376,2017,376,40.89753971,20.65142108,25.15,24.3,0,0,100,0,U
AL201700000379,2017,379,40.54552151,20.9592338,24.98,24.77,0,0,40,0,R
AL201700000382,2017,382,40.44757476,20.65292612,25.55,24.41,12.5,0,75,0,R
